Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6,vx,vy,vz
28.151,-0.046,-0.266,-0.22,0.1555,0.087,-0.243,0.018,0.008,-0.0645,-0.118,-0.2315,-0.1585,-0.265,-0.0775,0.0145
28.152,-0.036,-0.2735,-0.2375,0.1545,0.101,-0.2555,0.021,0.0075,-0.0655,-0.1175,-0.233,-0.159,-0.265,-0.0965,0.0075
28.153,-0.022,-0.2695,-0.2475,0.1455,0.113,-0.2585,0.0295,0.0155,-0.0565,-0.1085,-0.224,-0.15,-0.2625,-0.1095,-0.011
28.154,-0.0315,-0.291,-0.2595,0.161,0.1145,-0.2755,0.03,0.0185,-0.0545,-0.107,-0.223,-0.15,-0.2645,-0.1215,-0.015
28.155,-0.06,-0.3105,-0.2505,0.185,0.0955,-0.2805,0.0285,0.0175,-0.0565,-0.1095,-0.225,-0.1525,-0.2655,-0.1155,-0.001
28.156,-0.0875,-0.29,-0.2025,0.1885,0.0575,-0.246,0.0385,0.0275,-0.046,-0.1005,-0.216,-0.143,-0.2665,-0.0875,0.0045
28.157,-0.091,-0.2855,-0.1945,0.188,0.052,-0.24,0.0395,0.0295,-0.0405,-0.097,-0.213,-0.14,-0.267,-0.071,0.016
28.158,-0.0505,-0.285,-0.2345,0.1675,0.092,-0.2595,0.0145,0.0095,-0.061,-0.1165,-0.2305,-0.158,-0.265,-0.0675,0.0335
28.159,-0.032,-0.2825,-0.2505,0.157,0.1095,-0.2665,0.008,0.001,-0.0695,-0.1245,-0.2375,-0.1645,-0.2655,-0.0715,0.039
28.16,-0.036,-0.294,-0.258,0.1645,0.111,-0.276,0.01,0.0025,-0.0665,-0.124,-0.2355,-0.1615,-0.2675,-0.0795,0.0285
28.161,-0.023,-0.282,-0.259,0.152,0.118,-0.27,0.0065,-0.003,-0.0725,-0.132,-0.2415,-0.169,-0.2675,-0.0905,0.018
28.162,-0.0295,-0.2705,-0.2405,0.15,0.1055,-0.2555,0.002,-0.0045,-0.073,-0.1335,-0.244,-0.17,-0.267,-0.086,0.022
28.163,-0.0405,-0.2595,-0.2185,0.15,0.0895,-0.239,-0.0005,-0.0025,-0.0715,-0.1325,-0.243,-0.168,-0.267,-0.0665,0.023
28.164,-0.0345,-0.264,-0.229,0.149,0.0975,-0.2465,0.0095,0.005,-0.066,-0.126,-0.235,-0.161,-0.2665,-0.0695,0.02
28.165,-0.0315,-0.267,-0.2355,0.149,0.1025,-0.2515,0.011,0.0075,-0.0635,-0.121,-0.23,-0.156,-0.266,-0.0775,0.0225
28.166,-0.023,-0.248,-0.2255,0.135,0.1015,-0.237,0.009,0.0075,-0.0625,-0.1195,-0.229,-0.154,-0.264,-0.0735,0.0225
28.167,-0.018,-0.2405,-0.2225,0.129,0.1025,-0.2315,0.0095,0.0075,-0.06,-0.119,-0.226,-0.152,-0.2625,-0.0755,0.016
28.168,-0.025,-0.2525,-0.2275,0.1385,0.1015,-0.24,0.003,0.0005,-0.068,-0.1265,-0.233,-0.158,-0.261,-0.077,0.009
28.169,-0.024,-0.246,-0.222,0.135,0.099,-0.234,-0.006,-0.0095,-0.077,-0.1345,-0.2405,-0.165,-0.261,-0.0505,0.02
28.17,-0.0485,-0.238,-0.1895,0.143,0.0705,-0.2135,0.0055,0.001,-0.0665,-0.124,-0.2295,-0.155,-0.26,-0.049,0.0305
28.171,-0.064,-0.256,-0.192,0.1595,0.064,-0.224,0.0175,0.0145,-0.0555,-0.111,-0.217,-0.144,-0.2575,-0.0775,0.019
28.172,-0.031,-0.255,-0.224,0.1425,0.0965,-0.2395,0.007,0.003,-0.068,-0.1205,-0.2265,-0.154,-0.2585,-0.078,0.0035
28.173,-0.0175,-0.25,-0.2325,0.134,0.108,-0.2415,0.006,0.0005,-0.0715,-0.122,-0.229,-0.155,-0.2565,-0.0795,-0.0085
28.174,-0.014,-0.2565,-0.2425,0.135,0.1145,-0.2495,0.0095,0.005,-0.068,-0.119,-0.225,-0.151,-0.255,-0.0875,-0.006
28.175,-0.0095,-0.2695,-0.26,0.139,0.1255,-0.2645,0.0145,0.008,-0.063,-0.115,-0.22,-0.1455,-0.2555,-0.085,0.013
28.176,-0.016,-0.262,-0.246,0.139,0.115,-0.254,0.0155,0.0075,-0.061,-0.1135,-0.2185,-0.145,-0.2585,-0.071,0.0095
28.177,-0.002,-0.2465,-0.2445,0.124,0.1215,-0.2455,0.0085,-0.0005,-0.0695,-0.1225,-0.228,-0.155,-0.26,-0.059,0.0065
28.178,-0.0115,-0.2455,-0.234,0.1285,0.1115,-0.2395,0.011,0.0035,-0.0675,-0.1205,-0.2255,-0.152,-0.258,-0.056,0.0215
28.179,-0.0335,-0.255,-0.2215,0.144,0.0945,-0.2385,0.0185,0.01,-0.0595,-0.113,-0.217,-0.145,-0.2605,-0.065,0.019
28.18,-0.025,-0.266,-0.2415,0.145,0.1085,-0.254,0.025,0.014,-0.056,-0.1085,-0.2115,-0.1395,-0.262,-0.0705,0.0085
28.181,-0.0115,-0.243,-0.2315,0.1275,0.11,-0.2375,0.021,0.0095,-0.0615,-0.113,-0.218,-0.1445,-0.2635,-0.0515,0.0075
28.182,-0.009,-0.2275,-0.218,0.118,0.105,-0.223,0.0255,0.0125,-0.0565,-0.111,-0.217,-0.142,-0.2645,-0.044,0.0
28.183,-0.021,-0.236,-0.215,0.128,0.0975,-0.2255,0.0355,0.022,-0.0475,-0.1025,-0.2085,-0.1335,-0.2655,-0.053,-0.0135
28.184,-0.0045,-0.2265,-0.222,0.115,0.109,-0.224,0.035,0.021,-0.0465,-0.1025,-0.208,-0.135,-0.2655,-0.048,-0.0185
28.185,0.014,-0.1925,-0.2065,0.089,0.1105,-0.1995,0.025,0.0125,-0.056,-0.112,-0.2175,-0.1445,-0.2645,-0.025,-0.0135
28.186,-0.006,-0.1735,-0.1675,0.0895,0.081,-0.1705,0.019,0.003,-0.0655,-0.1205,-0.2275,-0.1525,-0.264,-0.0035,-0.005
28.187,-0.0555,-0.188,-0.133,0.1215,0.039,-0.1605,0.033,0.016,-0.0515,-0.1065,-0.214,-0.139,-0.2655,-0.005,-0.004
28.188,-0.097,-0.223,-0.126,0.16,0.0145,-0.1745,0.048,0.035,-0.0325,-0.089,-0.196,-0.122,-0.267,-0.0315,-0.016
28.189,-0.1235,-0.239,-0.115,0.181,-0.004,-0.177,0.0735,0.052,-0.0125,-0.07,-0.177,-0.1025,-0.2665,-0.042,-0.014
28.19,-0.124,-0.2215,-0.0975,0.1725,-0.013,-0.1595,0.0775,0.0555,-0.012,-0.0685,-0.1755,-0.1025,-0.266,-0.0305,0.0015
28.191,-0.0715,-0.208,-0.1365,0.1395,0.033,-0.1725,0.0535,0.038,-0.0295,-0.0875,-0.196,-0.1235,-0.264,-0.022,0.0155
28.192,-0.0175,-0.2035,-0.1855,0.11,0.084,-0.1945,0.0415,0.024,-0.042,-0.0985,-0.208,-0.1345,-0.263,-0.0185,0.0205
28.193,0.029,-0.1925,-0.222,0.0815,0.1255,-0.207,0.029,0.0115,-0.0545,-0.1095,-0.2175,-0.1455,-0.262,-0.007,0.0175
28.194,0.031,-0.183,-0.2145,0.076,0.123,-0.199,0.0205,0.0055,-0.058,-0.112,-0.222,-0.1485,-0.2615,0.0065,0.0255
28.195,0.002,-0.1905,-0.1925,0.094,0.0975,-0.1915,0.033,0.0185,-0.0435,-0.096,-0.206,-0.1325,-0.26,-0.001,0.017
28.196,-0.004,-0.201,-0.197,0.102,0.0965,-0.199,0.0475,0.028,-0.0325,-0.086,-0.1935,-0.121,-0.261,-0.014,0.003
28.197,-0.0025,-0.195,-0.193,0.0985,0.0955,-0.194,0.045,0.024,-0.0365,-0.09,-0.199,-0.1265,-0.2635,-0.004,0.012
28.198,-0.0055,-0.175,-0.169,0.09,0.082,-0.172,0.044,0.018,-0.04,-0.092,-0.2,-0.1265,-0.2655,0.0235,0.014
28.199,-0.007,-0.1665,-0.159,0.0865,0.0765,-0.163,0.0395,0.0145,-0.0425,-0.095,-0.2045,-0.1305,-0.269,0.0305,0.005
28.2,-0.0065,-0.178,-0.172,0.092,0.083,-0.175,0.04,0.023,-0.039,-0.092,-0.202,-0.13,-0.266,0.01,-0.007
28.201,-0.0155,-0.188,-0.172,0.1015,0.0785,-0.18,0.0505,0.028,-0.0325,-0.085,-0.1925,-0.1205,-0.265,-0.0075,-0.02
28.202,-0.019,-0.1905,-0.1715,0.1045,0.077,-0.181,0.0495,0.0285,-0.032,-0.083,-0.193,-0.1205,-0.265,-0.009,-0.02
28.203,-0.02,-0.181,-0.161,0.1005,0.0705,-0.171,0.0455,0.0255,-0.033,-0.0845,-0.1955,-0.1225,-0.2665,0.0065,-0.023
28.204,-0.018,-0.164,-0.146,0.091,0.064,-0.155,0.0395,0.02,-0.0355,-0.0875,-0.197,-0.124,-0.27,0.024,-0.0205
28.205,-0.0165,-0.1705,-0.154,0.0935,0.069,-0.162,0.04,0.0255,-0.0305,-0.082,-0.191,-0.119,-0.2735,0.0215,-0.0055
28.206,-0.0195,-0.1825,-0.163,0.1005,0.072,-0.1725,0.0355,0.0205,-0.032,-0.0825,-0.193,-0.1195,-0.2735,0.0065,-0.014
28.207,-0.016,-0.1755,-0.159,0.0955,0.0715,-0.167,0.026,0.0115,-0.0405,-0.0915,-0.201,-0.1275,-0.2725,-0.0015,-0.0285
28.208,-0.0155,-0.1635,-0.148,0.089,0.0665,-0.1555,0.026,0.011,-0.041,-0.092,-0.202,-0.1295,-0.2755,0.0055,-0.0345
28.209,-0.009,-0.1405,-0.1315,0.0745,0.0615,-0.136,0.0185,0.006,-0.0435,-0.094,-0.2045,-0.129,-0.273,0.0135,-0.039
28.21,-0.005,-0.1305,-0.1255,0.0675,0.0605,-0.128,0.014,0.0075,-0.0425,-0.09,-0.198,-0.1235,-0.273,0.018,-0.049
28.211,-0.003,-0.1485,-0.1455,0.0755,0.0715,-0.1475,0.017,0.0135,-0.0355,-0.081,-0.1895,-0.116,-0.2725,0.0125,-0.0505
28.212,-0.001,-0.1525,-0.1515,0.0765,0.0755,-0.152,0.018,0.014,-0.0325,-0.0785,-0.1855,-0.112,-0.2675,0.0085,-0.048
28.213,0.0105,-0.133,-0.143,0.061,0.077,-0.138,0.0215,0.0135,-0.0275,-0.071,-0.1775,-0.1045,-0.2645,0.0075,-0.0535
28.214,0.029,-0.12,-0.149,0.045,0.089,-0.1345,0.0255,0.024,-0.0195,-0.063,-0.17,-0.096,-0.261,0.003,-0.037
28.215,0.023,-0.1205,-0.143,0.0485,0.0835,-0.132,0.019,0.0255,-0.0215,-0.064,-0.1705,-0.097,-0.2555,0.0225,-0.0095
28.216,0.01,-0.133,-0.143,0.061,0.077,-0.138,0.011,0.015,-0.0265,-0.068,-0.173,-0.1,-0.2535,0.039,0.0105
28.217,0.0035,-0.1475,-0.1505,0.0715,0.0775,-0.149,0.0015,0.0075,-0.0315,-0.074,-0.1765,-0.1015,-0.254,0.039,0.025
28.218,-0.0035,-0.149,-0.1455,0.076,0.0715,-0.1475,-0.01,-0.001,-0.039,-0.079,-0.1805,-0.104,-0.252,0.0405,0.028
28.219,-0.011,-0.1495,-0.139,0.08,0.0645,-0.1445,-0.0125,-0.002,-0.034,-0.0735,-0.174,-0.097,-0.2495,0.052,0.028
28.22,-0.007,-0.1445,-0.1375,0.0755,0.0655,-0.141,-0.018,-0.0015,-0.03,-0.0695,-0.17,-0.092,-0.248,0.063,0.029
28.221,-0.0005,-0.1325,-0.1315,0.066,0.066,-0.132,-0.029,-0.0125,-0.0415,-0.0785,-0.1785,-0.0995,-0.246,0.077,0.025
28.222,-0.0125,-0.1395,-0.1265,0.076,0.057,-0.133,-0.0305,-0.0145,-0.043,-0.081,-0.1805,-0.103,-0.2455,0.083,0.027
28.223,-0.0085,-0.1445,-0.1355,0.0765,0.0635,-0.14,-0.023,-0.0075,-0.0345,-0.076,-0.1745,-0.0975,-0.2445,0.0745,0.0245
28.224,-0.005,-0.138,-0.1325,0.071,0.064,-0.135,-0.015,-0.002,-0.028,-0.069,-0.1695,-0.093,-0.2435,0.084,0.027
28.225,-0.0045,-0.118,-0.1135,0.061,0.0545,-0.1155,-0.0115,0.0015,-0.025,-0.0665,-0.1685,-0.091,-0.245,0.1025,0.0245
28.226,-0.0125,-0.105,-0.0925,0.0585,0.04,-0.0985,-0.0115,0.0005,-0.026,-0.0655,-0.1675,-0.0915,-0.247,0.106,0.0155
28.227,-0.047,-0.1195,-0.072,0.083,0.0125,-0.096,-0.0005,0.012,-0.0165,-0.0525,-0.1555,-0.081,-0.2465,0.0865,0.013
28.228,-0.0555,-0.1385,-0.083,0.097,0.014,-0.111,0.0045,0.0195,-0.0115,-0.048,-0.152,-0.0755,-0.2415,0.0575,0.003
28.229,-0.0495,-0.157,-0.108,0.103,0.0295,-0.1325,-0.003,0.0135,-0.0185,-0.056,-0.1605,-0.0835,-0.2395,0.057,0.0065
28.23,-0.016,-0.144,-0.128,0.0795,0.0565,-0.136,-0.0135,0.005,-0.027,-0.064,-0.169,-0.093,-0.2345,0.0745,0.015
28.231,0.0255,-0.127,-0.1525,0.0505,0.0895,-0.14,-0.021,-0.003,-0.0335,-0.0705,-0.176,-0.1,-0.2265,0.0695,0.02
28.232,0.0355,-0.1135,-0.149,0.0385,0.0925,-0.131,-0.0145,0.0035,-0.0265,-0.063,-0.168,-0.094,-0.224,0.0655,0.012
28.233,0.0505,-0.0925,-0.143,0.021,0.097,-0.118,-0.0045,0.014,-0.016,-0.0515,-0.1555,-0.081,-0.222,0.0595,0.003
28.234,0.0525,-0.0935,-0.1465,0.02,0.1,-0.12,-0.003,0.0165,-0.012,-0.0465,-0.149,-0.072,-0.2165,0.0505,0.009
28.235,0.041,-0.105,-0.146,0.0315,0.0935,-0.1255,-0.006,0.017,-0.0105,-0.0445,-0.144,-0.0685,-0.209,0.0375,0.012
28.236,0.0345,-0.1235,-0.1585,0.0445,0.0965,-0.141,-0.003,0.0205,-0.0075,-0.044,-0.142,-0.0675,-0.2045,0.0275,0.029
28.237,0.026,-0.125,-0.151,0.0495,0.089,-0.138,-0.0085,0.0165,-0.013,-0.0495,-0.1475,-0.0725,-0.206,0.039,0.033
28.238,0.026,-0.1265,-0.1525,0.05,0.0895,-0.1395,-0.0195,0.0065,-0.021,-0.0585,-0.152,-0.076,-0.2,0.033,0.031
28.239,0.0325,-0.1385,-0.171,0.0525,0.102,-0.1545,-0.0225,0.0075,-0.02,-0.058,-0.149,-0.0735,-0.1965,0.016,0.031
28.24,0.031,-0.141,-0.172,0.055,0.1015,-0.1565,-0.026,0.0085,-0.0235,-0.0595,-0.1505,-0.0745,-0.1965,0.0165,0.0225
28.241,0.0095,-0.1405,-0.15,0.0655,0.08,-0.1455,-0.0185,0.0175,-0.0165,-0.054,-0.144,-0.068,-0.192,0.0285,0.0355
28.242,0.0005,-0.1335,-0.134,0.066,0.0675,-0.1335,-0.007,0.0285,-0.006,-0.046,-0.1365,-0.062,-0.1955,0.0265,0.027
28.243,0.04,-0.144,-0.184,0.0515,0.1125,-0.164,-0.019,0.0155,-0.018,-0.059,-0.1505,-0.074,-0.1955,0.016,0.019
28.244,0.079,-0.1495,-0.2285,0.035,0.154,-0.189,-0.032,0.0035,-0.0305,-0.0715,-0.163,-0.0865,-0.1935,0.0135,0.0295
28.245,0.082,-0.1325,-0.215,0.025,0.149,-0.174,-0.03,0.001,-0.0355,-0.077,-0.169,-0.093,-0.198,0.021,0.03
28.246,0.062,-0.1295,-0.1915,0.0335,0.127,-0.1605,-0.033,-0.004,-0.043,-0.084,-0.178,-0.099,-0.2005,0.0265,0.036
28.247,0.0245,-0.14,-0.1645,0.0575,0.0945,-0.1525,-0.026,-0.0065,-0.042,-0.08,-0.174,-0.094,-0.206,0.017,0.033
28.248,0.006,-0.1565,-0.1625,0.075,0.085,-0.1595,-0.0125,-0.0045,-0.039,-0.076,-0.168,-0.09,-0.212,0.009,0.038
28.249,0.028,-0.1685,-0.1965,0.07,0.1125,-0.1825,-0.0195,-0.0015,-0.045,-0.083,-0.176,-0.098,-0.2155,0.0045,0.0425
28.25,0.0365,-0.1625,-0.1995,0.0625,0.1185,-0.181,-0.02,0.0005,-0.046,-0.0825,-0.1755,-0.0965,-0.218,-0.0045,0.0375
28.251,0.061,-0.1635,-0.2245,0.051,0.143,-0.194,-0.019,-0.006,-0.05,-0.084,-0.178,-0.099,-0.2205,-0.0135,0.0365
28.252,0.0915,-0.174,-0.2655,0.041,0.1785,-0.2195,-0.039,-0.033,-0.075,-0.108,-0.202,-0.123,-0.2235,-0.0075,0.035
28.253,0.058,-0.1875,-0.2455,0.0645,0.152,-0.2165,-0.0345,-0.0365,-0.0785,-0.1095,-0.2025,-0.124,-0.2265,-0.007,0.0365
28.254,0.003,-0.2095,-0.2125,0.103,0.108,-0.211,-0.0125,-0.014,-0.0565,-0.0885,-0.1835,-0.1055,-0.2315,-0.019,0.027
28.255,-0.026,-0.2125,-0.1865,0.119,0.0805,-0.1995,-0.007,-0.0075,-0.0495,-0.085,-0.18,-0.1035,-0.2325,-0.0165,0.0235
28.256,-0.0255,-0.198,-0.1725,0.1115,0.0735,-0.185,-0.0125,-0.0135,-0.057,-0.0925,-0.191,-0.114,-0.2335,-0.011,0.031
28.257,-0.0335,-0.201,-0.167,0.117,0.067,-0.184,-0.0165,-0.02,-0.0665,-0.1035,-0.2025,-0.1245,-0.2375,-0.012,0.0265
28.258,-0.04,-0.2105,-0.17,0.125,0.0655,-0.19,-0.012,-0.0165,-0.064,-0.1015,-0.1995,-0.122,-0.238,-0.0155,0.0295
28.259,-0.0275,-0.199,-0.172,0.113,0.0725,-0.1855,-0.009,-0.014,-0.06,-0.0995,-0.1985,-0.1225,-0.24,-0.0155,0.0295
28.26,-0.0375,-0.1965,-0.159,0.1165,0.061,-0.178,-0.0035,-0.0135,-0.0605,-0.1005,-0.1995,-0.1245,-0.2425,-0.0215,0.014
28.261,-0.042,-0.214,-0.172,0.128,0.065,-0.193,-0.0035,-0.0135,-0.0615,-0.102,-0.2025,-0.127,-0.2425,-0.044,0.016
28.262,-0.0135,-0.2335,-0.22,0.1235,0.1035,-0.2265,-0.0075,-0.02,-0.0655,-0.1085,-0.2085,-0.134,-0.243,-0.0675,0.0225
28.263,0.0085,-0.243,-0.2515,0.117,0.13,-0.247,-0.012,-0.028,-0.075,-0.118,-0.217,-0.1425,-0.245,-0.07,0.0345
28.264,0.0175,-0.23,-0.2475,0.106,0.133,-0.239,-0.0225,-0.0385,-0.086,-0.129,-0.2285,-0.1545,-0.2495,-0.0545,0.043
28.265,0.005,-0.218,-0.223,0.1065,0.114,-0.2205,-0.0175,-0.036,-0.0855,-0.126,-0.2245,-0.152,-0.254,-0.0555,0.03
28.266,-0.026,-0.2195,-0.194,0.1225,0.084,-0.2065,-0.0025,-0.0205,-0.074,-0.1125,-0.212,-0.14,-0.255,-0.067,0.0265
28.267,-0.054,-0.221,-0.167,0.1375,0.057,-0.1945,0.009,-0.0105,-0.0655,-0.1045,-0.2035,-0.131,-0.2545,-0.0555,0.0255
28.268,-0.0515,-0.23,-0.1785,0.1405,0.0635,-0.204,0.005,-0.016,-0.073,-0.1115,-0.207,-0.134,-0.2515,-0.0525,0.022
28.269,-0.022,-0.239,-0.2165,0.1305,0.0975,-0.228,-0.007,-0.0265,-0.085,-0.124,-0.2225,-0.1505,-0.253,-0.063,0.018
28.27,-0.025,-0.248,-0.223,0.1365,0.099,-0.2355,-0.0055,-0.023,-0.087,-0.1255,-0.2255,-0.153,-0.256,-0.071,0.012
28.271,-0.0315,-0.2545,-0.223,0.143,0.096,-0.239,0.0,-0.0215,-0.0865,-0.124,-0.2235,-0.152,-0.255,-0.0855,0.0155
28.272,-0.0255,-0.248,-0.223,0.1365,0.099,-0.2355,-0.002,-0.024,-0.09,-0.1265,-0.2275,-0.156,-0.2555,-0.098,0.021
28.273,-0.0225,-0.246,-0.2235,0.134,0.1005,-0.2345,0.0035,-0.018,-0.087,-0.1225,-0.222,-0.1505,-0.255,-0.098,0.014
28.274,-0.0095,-0.254,-0.245,0.1315,0.118,-0.2495,0.0085,-0.0145,-0.083,-0.119,-0.218,-0.1465,-0.2535,-0.1005,0.005
28.275,0.0065,-0.251,-0.258,0.122,0.1325,-0.2545,0.0,-0.02,-0.0895,-0.126,-0.225,-0.154,-0.254,-0.107,0.006
28.276,0.0085,-0.2455,-0.2535,0.1185,0.131,-0.2495,0.003,-0.0195,-0.0865,-0.127,-0.2255,-0.156,-0.2555,-0.105,0.0105
28.277,-0.0175,-0.2435,-0.226,0.1305,0.1045,-0.235,0.016,-0.008,-0.074,-0.1155,-0.2155,-0.147,-0.2555,-0.091,0.023
28.278,-0.049,-0.2575,-0.209,0.153,0.0805,-0.233,0.0175,-0.005,-0.072,-0.1105,-0.2125,-0.1435,-0.2575,-0.0775,0.0415
28.279,-0.0675,-0.284,-0.2165,0.1755,0.0745,-0.25,0.0115,-0.011,-0.079,-0.118,-0.22,-0.1515,-0.2605,-0.0845,0.0465
28.28,-0.064,-0.283,-0.219,0.1735,0.078,-0.251,0.002,-0.0175,-0.086,-0.131,-0.2305,-0.1595,-0.258,-0.088,0.047
28.281,-0.0515,-0.276,-0.2245,0.1635,0.0865,-0.2505,0.007,-0.012,-0.0785,-0.127,-0.2235,-0.1535,-0.258,-0.087,0.044
28.282,-0.043,-0.2715,-0.2285,0.157,0.093,-0.25,0.02,-0.002,-0.068,-0.1165,-0.2145,-0.1465,-0.262,-0.0935,0.0395
28.283,-0.0405,-0.2795,-0.239,0.1595,0.0995,-0.259,0.0165,-0.005,-0.0695,-0.119,-0.2195,-0.1495,-0.2645,-0.0985,0.0405
28.284,-0.0405,-0.278,-0.2375,0.159,0.099,-0.2575,0.005,-0.0155,-0.078,-0.1285,-0.228,-0.161,-0.268,-0.0855,0.043
28.285,-0.0495,-0.2775,-0.2285,0.163,0.0895,-0.253,-0.001,-0.0225,-0.0865,-0.1355,-0.2345,-0.1675,-0.2695,-0.075,0.0425
28.286,-0.0765,-0.2925,-0.216,0.1845,0.07,-0.2545,0.0025,-0.0195,-0.084,-0.1315,-0.2315,-0.1645,-0.2685,-0.086,0.0315
28.287,-0.087,-0.292,-0.205,0.1895,0.059,-0.2485,0.0045,-0.015,-0.0795,-0.128,-0.2265,-0.16,-0.2645,-0.0925,0.0275
28.288,-0.073,-0.283,-0.21,0.178,0.0685,-0.2465,0.0025,-0.0165,-0.0795,-0.1265,-0.226,-0.157,-0.2635,-0.088,0.0275
28.289,-0.051,-0.2645,-0.2135,0.1575,0.0815,-0.239,0.0045,-0.018,-0.0825,-0.1295,-0.228,-0.159,-0.2645,-0.085,0.025
28.29,-0.0255,-0.259,-0.2335,0.142,0.104,-0.2465,-0.006,-0.0265,-0.094,-0.14,-0.237,-0.1685,-0.264,-0.086,0.0275
28.291,-0.019,-0.2525,-0.2335,0.1355,0.1075,-0.243,-0.0115,-0.027,-0.096,-0.139,-0.237,-0.169,-0.2635,-0.089,0.024
28.292,-0.0285,-0.2565,-0.228,0.1425,0.1,-0.242,0.004,-0.016,-0.0845,-0.1255,-0.223,-0.1555,-0.264,-0.101,0.0255
28.293,-0.027,-0.2665,-0.2395,0.1465,0.1065,-0.253,0.007,-0.0205,-0.087,-0.1255,-0.222,-0.1555,-0.2635,-0.1115,0.027
28.294,-0.0285,-0.261,-0.2325,0.1445,0.102,-0.2465,0.005,-0.0175,-0.09,-0.13,-0.2255,-0.16,-0.263,-0.1085,0.025
28.295,-0.0465,-0.275,-0.2285,0.1605,0.0915,-0.2515,0.0045,-0.0155,-0.091,-0.129,-0.224,-0.16,-0.2635,-0.1065,0.0165
28.296,-0.0525,-0.295,-0.243,0.1735,0.0955,-0.269,0.01,-0.015,-0.0885,-0.125,-0.22,-0.156,-0.262,-0.1145,0.012
28.297,-0.0445,-0.2865,-0.242,0.1655,0.099,-0.264,0.011,-0.017,-0.0905,-0.1295,-0.2215,-0.158,-0.262,-0.1155,0.02
28.298,-0.0265,-0.265,-0.2385,0.1455,0.1065,-0.252,0.007,-0.0225,-0.095,-0.1345,-0.226,-0.162,-0.2615,-0.1255,0.0185
28.299,-0.018,-0.269,-0.251,0.143,0.117,-0.26,0.0065,-0.0195,-0.091,-0.129,-0.2205,-0.157,-0.262,-0.1315,0.0225
28.3,-0.0335,-0.265,-0.2315,0.149,0.0995,-0.2485,0.0025,-0.021,-0.0915,-0.1295,-0.2195,-0.1555,-0.2635,-0.118,0.0095
28.301,-0.0465,-0.266,-0.219,0.156,0.0865,-0.2425,-0.0005,-0.023,-0.0925,-0.132,-0.2225,-0.156,-0.261,-0.112,-0.001
28.302,-0.09,-0.289,-0.199,0.1895,0.0545,-0.244,0.0,-0.0235,-0.0915,-0.1305,-0.219,-0.153,-0.261,-0.114,0.0045
28.303,-0.109,-0.3,-0.191,0.204,0.0415,-0.2455,0.0025,-0.02,-0.087,-0.1275,-0.2145,-0.148,-0.2605,-0.117,0.012
28.304,-0.0715,-0.275,-0.2035,0.173,0.0665,-0.2395,0.002,-0.0215,-0.0855,-0.1265,-0.214,-0.146,-0.257,-0.104,0.0185
28.305,-0.048,-0.2435,-0.1955,0.1455,0.074,-0.2195,0.0085,-0.016,-0.08,-0.119,-0.2065,-0.1395,-0.254,-0.0905,0.023
28.306,-0.0555,-0.233,-0.177,0.144,0.061,-0.205,0.0025,-0.019,-0.083,-0.1235,-0.2095,-0.143,-0.254,-0.0885,0.02
28.307,-0.0785,-0.2465,-0.168,0.1625,0.045,-0.207,-0.0025,-0.0255,-0.0885,-0.127,-0.213,-0.147,-0.2465,-0.0955,0.008
28.308,-0.0635,-0.271,-0.2075,0.167,0.072,-0.2395,-0.0015,-0.027,-0.09,-0.1275,-0.2135,-0.1475,-0.246,-0.098,0.0175
28.309,-0.0455,-0.272,-0.226,0.1585,0.0905,-0.249,-0.006,-0.03,-0.095,-0.1335,-0.219,-0.152,-0.257,-0.1005,0.0215
28.31,-0.039,-0.2755,-0.2365,0.157,0.099,-0.256,-0.007,-0.032,-0.0985,-0.136,-0.222,-0.1545,-0.254,-0.1195,0.0085
28.311,-0.0195,-0.27,-0.2505,0.1445,0.116,-0.2605,-0.0135,-0.0395,-0.107,-0.142,-0.229,-0.161,-0.2505,-0.121,0.0
28.312,-0.005,-0.26,-0.255,0.1325,0.125,-0.2575,-0.0065,-0.036,-0.103,-0.138,-0.2245,-0.1555,-0.2495,-0.102,0.0145
28.313,-0.0145,-0.269,-0.2545,0.1415,0.1205,-0.2615,-0.0015,-0.0315,-0.097,-0.134,-0.2205,-0.1505,-0.25,-0.0915,0.026
28.314,-0.01,-0.2705,-0.26,0.14,0.125,-0.2655,-0.0005,-0.03,-0.0955,-0.13,-0.217,-0.148,-0.253,-0.089,0.031
28.315,-0.0045,-0.2575,-0.253,0.131,0.1245,-0.2555,0.002,-0.0295,-0.094,-0.128,-0.212,-0.1425,-0.25,-0.077,0.0345
28.316,-0.021,-0.2485,-0.2275,0.1345,0.1035,-0.238,0.013,-0.021,-0.0855,-0.1195,-0.2035,-0.133,-0.246,-0.0775,0.026
28.317,-0.0075,-0.247,-0.2395,0.127,0.1165,-0.2435,0.029,-0.0075,-0.0715,-0.1065,-0.1925,-0.1215,-0.2475,-0.0955,0.025
28.318,-0.016,-0.2525,-0.2365,0.134,0.1105,-0.2445,0.0325,-0.0015,-0.0705,-0.1065,-0.1925,-0.12,-0.249,-0.094,0.0225
28.319,-0.0375,-0.265,-0.2275,0.151,0.0955,-0.2465,0.0225,-0.0075,-0.078,-0.1135,-0.1995,-0.1285,-0.248,-0.0735,0.0285
28.32,-0.055,-0.25,-0.195,0.1525,0.0705,-0.2225,0.012,-0.0155,-0.0865,-0.1245,-0.21,-0.141,-0.251,-0.061,0.0365
